Priority,Partition,SentTime,ReceivedTime,TimeSpent,PayloadSize
default,15,2024-03-15 15:59:13.088 +0000 GMT,2024-03-15 15:59:13.095914 +0000 GMT m=+16168.126503940,7,83
default,15,2024-03-15 15:59:13.088 +0000 GMT,2024-03-15 15:59:13.096019 +0000 GMT m=+16168.126608498,8,83
default,15,2024-03-15 15:59:13.088 +0000 GMT,2024-03-15 15:59:13.096124 +0000 GMT m=+16168.126714037,8,83
default,15,2024-03-15 15:59:13.088 +0000 GMT,2024-03-15 15:59:13.096255 +0000 GMT m=+16168.126845265,8,83
default,15,2024-03-15 15:59:13.088 +0000 GMT,2024-03-15 15:59:13.096379 +0000 GMT m=+16168.126968483,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.096476 +0000 GMT m=+16168.127066110,7,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.096571 +0000 GMT m=+16168.127160451,7,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.096672 +0000 GMT m=+16168.127261497,7,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.096766 +0000 GMT m=+16168.127356135,7,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.096888 +0000 GMT m=+16168.127478259,7,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.097051 +0000 GMT m=+16168.127640555,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.097183 +0000 GMT m=+16168.127773241,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.097292 +0000 GMT m=+16168.127882222,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.097393 +0000 GMT m=+16168.127983159,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.097501 +0000 GMT m=+16168.128091300,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.097721 +0000 GMT m=+16168.128310524,8,83
default,15,2024-03-15 15:59:13.089 +0000 GMT,2024-03-15 15:59:13.098032 +0000 GMT m=+16168.128621688,9,83
medium,3,2024-03-15 15:59:13.319 +0000 GMT,2024-03-15 15:59:13.32722 +0000 GMT m=+16168.357805985,8,83
medium,3,2024-03-15 15:59:13.319 +0000 GMT,2024-03-15 15:59:13.327507 +0000 GMT m=+16168.358092375,8,83
medium,3,2024-03-15 15:59:13.319 +0000 GMT,2024-03-15 15:59:13.327909 +0000 GMT m=+16168.358494555,8,83
medium,3,2024-03-15 15:59:13.319 +0000 GMT,2024-03-15 15:59:13.328085 +0000 GMT m=+16168.358671175,9,83
medium,3,2024-03-15 15:59:13.319 +0000 GMT,2024-03-15 15:59:13.328205 +0000 GMT m=+16168.358790542,9,83
medium,3,2024-03-15 15:59:13.32 +0000 GMT,2024-03-15 15:59:13.328315 +0000 GMT m=+16168.358900420,8,83
medium,3,2024-03-15 15:59:13.32 +0000 GMT,2024-03-15 15:59:13.328413 +0000 GMT m=+16168.358998613,8,83
medium,3,2024-03-15 15:59:13.32 +0000 GMT,2024-03-15 15:59:13.328507 +0000 GMT m=+16168.359093196,8,83
medium,3,2024-03-15 15:59:13.32 +0000 GMT,2024-03-15 15:59:13.328615 +0000 GMT m=+16168.359200958,8,83
medium,3,2024-03-15 15:59:13.32 +0000 GMT,2024-03-15 15:59:13.328712 +0000 GMT m=+16168.359297577,8,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.569034 +0000 GMT m=+16168.599615749,8,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.56931 +0000 GMT m=+16168.599891159,8,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.569722 +0000 GMT m=+16168.600303549,8,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.569848 +0000 GMT m=+16168.600429130,8,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.569946 +0000 GMT m=+16168.600527184,8,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.570038 +0000 GMT m=+16168.600619215,9,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.570127 +0000 GMT m=+16168.600707978,9,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.570214 +0000 GMT m=+16168.600795889,9,83
low,1,2024-03-15 15:59:13.561 +0000 GMT,2024-03-15 15:59:13.570348 +0000 GMT m=+16168.600929905,9,83
low,1,2024-03-15 15:59:13.562 +0000 GMT,2024-03-15 15:59:13.570451 +0000 GMT m=+16168.601032174,8,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.395543 +0000 GMT m=+16175.426004093,8,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.395856 +0000 GMT m=+16175.426316899,8,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396024 +0000 GMT m=+16175.426484580,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396155 +0000 GMT m=+16175.426615569,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396344 +0000 GMT m=+16175.426804745,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396473 +0000 GMT m=+16175.426933358,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396585 +0000 GMT m=+16175.427045438,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396711 +0000 GMT m=+16175.427171349,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396857 +0000 GMT m=+16175.427317267,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.396973 +0000 GMT m=+16175.427434107,9,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.397078 +0000 GMT m=+16175.427538477,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.397188 +0000 GMT m=+16175.427649094,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.397297 +0000 GMT m=+16175.427757321,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.397395 +0000 GMT m=+16175.427855530,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.397501 +0000 GMT m=+16175.427961373,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.3976 +0000 GMT m=+16175.428061103,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.397702 +0000 GMT m=+16175.428162549,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.3978 +0000 GMT m=+16175.428260189,10,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.39802 +0000 GMT m=+16175.428480882,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398124 +0000 GMT m=+16175.428584482,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398227 +0000 GMT m=+16175.428688033,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398329 +0000 GMT m=+16175.428789588,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398432 +0000 GMT m=+16175.428892718,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.39853 +0000 GMT m=+16175.428990499,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.39863 +0000 GMT m=+16175.429091069,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398726 +0000 GMT m=+16175.429187131,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398828 +0000 GMT m=+16175.429288746,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.398927 +0000 GMT m=+16175.429388120,11,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.399072 +0000 GMT m=+16175.429533131,12,83
default,15,2024-03-15 15:59:20.387 +0000 GMT,2024-03-15 15:59:20.399255 +0000 GMT m=+16175.429715584,12,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.627778 +0000 GMT m=+16175.658234580,7,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.628043 +0000 GMT m=+16175.658499286,8,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.628421 +0000 GMT m=+16175.658877266,8,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.628593 +0000 GMT m=+16175.659049496,8,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.62871 +0000 GMT m=+16175.659166597,8,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.628806 +0000 GMT m=+16175.659262088,8,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.628941 +0000 GMT m=+16175.659398061,8,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.629106 +0000 GMT m=+16175.659562670,9,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.629253 +0000 GMT m=+16175.659709979,9,83
medium,3,2024-03-15 15:59:20.62 +0000 GMT,2024-03-15 15:59:20.629353 +0000 GMT m=+16175.659809121,9,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.866094 +0000 GMT m=+16175.896546330,8,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.866382 +0000 GMT m=+16175.896834364,8,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.866742 +0000 GMT m=+16175.897194441,8,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.866879 +0000 GMT m=+16175.897331493,8,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.867037 +0000 GMT m=+16175.897488975,9,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.867221 +0000 GMT m=+16175.897673370,9,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.867334 +0000 GMT m=+16175.897785923,9,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.867425 +0000 GMT m=+16175.897877766,9,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.867518 +0000 GMT m=+16175.897970765,9,83
high,9,2024-03-15 15:59:20.858 +0000 GMT,2024-03-15 15:59:20.867608 +0000 GMT m=+16175.898060015,9,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.098671 +0000 GMT m=+16176.129119568,7,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.098904 +0000 GMT m=+16176.129352268,7,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.099263 +0000 GMT m=+16176.129711215,8,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.099403 +0000 GMT m=+16176.129851614,8,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.099525 +0000 GMT m=+16176.129973107,8,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.099665 +0000 GMT m=+16176.130113137,8,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.099792 +0000 GMT m=+16176.130240373,8,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.099891 +0000 GMT m=+16176.130338883,8,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.100104 +0000 GMT m=+16176.130551912,9,83
low,1,2024-03-15 15:59:21.091 +0000 GMT,2024-03-15 15:59:21.1002 +0000 GMT m=+16176.130648420,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.688483 +0000 GMT m=+16182.718815110,8,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.688748 +0000 GMT m=+16182.719080066,8,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.689103 +0000 GMT m=+16182.719434388,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.68923 +0000 GMT m=+16182.719561470,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.689332 +0000 GMT m=+16182.719664021,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.689425 +0000 GMT m=+16182.719756948,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.68953 +0000 GMT m=+16182.719861223,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.689619 +0000 GMT m=+16182.719950965,9,83
medium,3,2024-03-15 15:59:27.68 +0000 GMT,2024-03-15 15:59:27.689753 +0000 GMT m=+16182.720084356,9,83
medium,3,2024-03-15 15:59:27.681 +0000 GMT,2024-03-15 15:59:27.68987 +0000 GMT m=+16182.720201389,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.927799 +0000 GMT m=+16182.958126138,7,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928049 +0000 GMT m=+16182.958376421,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928404 +0000 GMT m=+16182.958731749,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928537 +0000 GMT m=+16182.958864352,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928638 +0000 GMT m=+16182.958965507,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928728 +0000 GMT m=+16182.959055337,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928854 +0000 GMT m=+16182.959181275,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.928974 +0000 GMT m=+16182.959301725,8,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.929082 +0000 GMT m=+16182.959409146,9,83
high,9,2024-03-15 15:59:27.92 +0000 GMT,2024-03-15 15:59:27.92918 +0000 GMT m=+16182.959507874,9,83
default,15,2024-03-15 15:59:28.147 +0000 GMT,2024-03-15 15:59:28.154804 +0000 GMT m=+16183.185127307,7,83
default,15,2024-03-15 15:59:28.147 +0000 GMT,2024-03-15 15:59:28.155035 +0000 GMT m=+16183.185358357,8,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.155387 +0000 GMT m=+16183.185710886,7,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.155512 +0000 GMT m=+16183.185835373,7,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.155609 +0000 GMT m=+16183.185932815,7,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.155752 +0000 GMT m=+16183.186075158,7,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.155842 +0000 GMT m=+16183.186165008,7,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.155943 +0000 GMT m=+16183.186266275,7,83
default,15,2024-03-15 15:59:28.148 +0000 GMT,2024-03-15 15:59:28.156031 +0000 GMT m=+16183.186354639,8,83
default,15,2024-03-15 15:59:28.149 +0000 GMT,2024-03-15 15:59:28.156133 +0000 GMT m=+16183.186455941,7,83
default,15,2024-03-15 15:59:28.149 +0000 GMT,2024-03-15 15:59:28.15622 +0000 GMT m=+16183.186542952,7,83
default,15,2024-03-15 15:59:28.149 +0000 GMT,2024-03-15 15:59:28.156347 +0000 GMT m=+16183.186670827,7,83
default,15,2024-03-15 15:59:28.149 +0000 GMT,2024-03-15 15:59:28.156473 +0000 GMT m=+16183.186796638,7,83
default,15,2024-03-15 15:59:28.15 +0000 GMT,2024-03-15 15:59:28.156577 +0000 GMT m=+16183.186900860,6,83
default,15,2024-03-15 15:59:28.15 +0000 GMT,2024-03-15 15:59:28.156676 +0000 GMT m=+16183.186999002,6,83
default,15,2024-03-15 15:59:28.15 +0000 GMT,2024-03-15 15:59:28.156771 +0000 GMT m=+16183.187094260,6,83
default,15,2024-03-15 15:59:28.15 +0000 GMT,2024-03-15 15:59:28.156863 +0000 GMT m=+16183.187186649,6,83
default,15,2024-03-15 15:59:28.15 +0000 GMT,2024-03-15 15:59:28.157085 +0000 GMT m=+16183.187407894,7,83
default,15,2024-03-15 15:59:28.15 +0000 GMT,2024-03-15 15:59:28.157266 +0000 GMT m=+16183.187589057,7,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.157422 +0000 GMT m=+16183.187745794,6,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.15753 +0000 GMT m=+16183.187853439,6,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.157632 +0000 GMT m=+16183.187955288,6,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.15773 +0000 GMT m=+16183.188053423,6,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.157818 +0000 GMT m=+16183.188141837,6,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.157947 +0000 GMT m=+16183.188270834,6,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.158144 +0000 GMT m=+16183.188467661,7,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.158257 +0000 GMT m=+16183.188580500,7,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.158358 +0000 GMT m=+16183.188681427,7,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.158487 +0000 GMT m=+16183.188810079,7,83
default,15,2024-03-15 15:59:28.151 +0000 GMT,2024-03-15 15:59:28.158612 +0000 GMT m=+16183.188935509,7,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.398269 +0000 GMT m=+16183.428588161,8,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.412926 +0000 GMT m=+16183.443245083,22,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.41315 +0000 GMT m=+16183.443468401,23,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.413281 +0000 GMT m=+16183.443600269,23,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.413442 +0000 GMT m=+16183.443760938,23,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.414589 +0000 GMT m=+16183.444907527,24,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.414717 +0000 GMT m=+16183.445036258,24,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.414815 +0000 GMT m=+16183.445134301,24,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.414907 +0000 GMT m=+16183.445225905,24,83
low,1,2024-03-15 15:59:28.39 +0000 GMT,2024-03-15 15:59:28.41503 +0000 GMT m=+16183.445348772,25,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.049266 +0000 GMT m=+16190.079467525,8,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.049655 +0000 GMT m=+16190.079856698,8,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.05006 +0000 GMT m=+16190.080261426,9,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.050222 +0000 GMT m=+16190.080423551,9,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.050345 +0000 GMT m=+16190.080546471,9,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.050459 +0000 GMT m=+16190.080660084,9,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.050779 +0000 GMT m=+16190.080980365,9,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.050919 +0000 GMT m=+16190.081120037,9,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.051121 +0000 GMT m=+16190.081322527,10,83
high,9,2024-03-15 15:59:35.041 +0000 GMT,2024-03-15 15:59:35.051298 +0000 GMT m=+16190.081499581,10,83
medium,3,2024-03-15 15:59:35.27 +0000 GMT,2024-03-15 15:59:35.278084 +0000 GMT m=+16190.308280971,8,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.278395 +0000 GMT m=+16190.308592286,7,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.278522 +0000 GMT m=+16190.308719339,7,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.278629 +0000 GMT m=+16190.308826086,7,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.27873 +0000 GMT m=+16190.308927853,7,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.27883 +0000 GMT m=+16190.309027428,7,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.27893 +0000 GMT m=+16190.309127094,7,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.279166 +0000 GMT m=+16190.309363352,8,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.27927 +0000 GMT m=+16190.309467188,8,83
medium,3,2024-03-15 15:59:35.271 +0000 GMT,2024-03-15 15:59:35.27937 +0000 GMT m=+16190.309567462,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.518925 +0000 GMT m=+16190.549118487,7,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.519205 +0000 GMT m=+16190.549397870,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.519541 +0000 GMT m=+16190.549734040,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.519657 +0000 GMT m=+16190.549850067,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.51976 +0000 GMT m=+16190.549953494,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.519868 +0000 GMT m=+16190.550060755,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.519969 +0000 GMT m=+16190.550162290,8,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520067 +0000 GMT m=+16190.550260538,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520174 +0000 GMT m=+16190.550367435,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520286 +0000 GMT m=+16190.550479488,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520397 +0000 GMT m=+16190.550590585,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520549 +0000 GMT m=+16190.550742468,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520678 +0000 GMT m=+16190.550871001,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520787 +0000 GMT m=+16190.550979701,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520887 +0000 GMT m=+16190.551079870,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.520991 +0000 GMT m=+16190.551184330,9,83
default,15,2024-03-15 15:59:35.511 +0000 GMT,2024-03-15 15:59:35.521088 +0000 GMT m=+16190.551281055,10,83
